Name,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0500000US01001,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01003,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01005,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01007,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01009,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01011,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01013,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01015,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01017,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01019,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01021,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01023,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01025,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01027,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01029,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01031,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01033,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01035,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01037,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01039,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01041,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01043,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01045,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01047,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01049,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01051,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01053,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01055,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01057,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01059,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01061,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01063,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01065,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01067,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01069,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
0500000US01071,5.22915599152406,5.2701439865191295,7.02462306468613,5.818633082230867,5.960094897794413,6.4120024425495945,6.688425685532724,6.483381965550097,7.164951837082985,6.8434702961678
